ID	adj.P.Val	P.Value	t	B	logFC	ORF
yeaB	0.64221	3.87e-01	-9.14e-01	-6.111	-1.69e-02	yeaB
yhfK	0.64221	3.87e-01	-9.14e-01	-6.1111	-1.64e-02	yhfK
ppx	0.64221	3.87e-01	-9.14e-01	-6.1113	-2.28e-02	ppx
dppC	0.64221	3.87e-01	9.14e-01	-6.1116	3.49e-02	dppC
tktA	0.64221	3.87e-01	-9.13e-01	-6.1118	-1.68e-02	tktA
alsC	0.64221	3.87e-01	9.13e-01	-6.112	7.80e-02	alsC
ydiE	0.64221	3.87e-01	9.13e-01	-6.112	6.11e-02	ydiE
ycdQ	0.6438	3.88e-01	-9.11e-01	-6.1141	-1.68e-02	ycdQ
yhiK	0.64413	3.89e-01	9.10e-01	-6.1147	5.02e-02	yhiK
cynR	0.64483	3.89e-01	-9.09e-01	-6.1157	-1.72e-02	cynR
ycjU	0.64579	3.90e-01	-9.08e-01	-6.117	-7.96e-02	ycjU
yeeP	0.64613	3.90e-01	-9.07e-01	-6.1178	-6.37e-02	yeeP
atpE	0.64613	3.91e-01	9.07e-01	-6.1179	2.27e-02	atpE
gltB	0.64639	3.91e-01	9.06e-01	-6.1185	3.09e-02	gltB
ycjX	0.6464	3.91e-01	-9.06e-01	-6.1187	-2.99e-02	ycjX
zraR	0.64671	3.91e-01	-9.05e-01	-6.1193	-1.72e-02	zraR
yciE	0.64779	3.92e-01	9.03e-01	-6.121	4.50e-02	yciE
ybgF	0.64779	3.92e-01	-9.03e-01	-6.121	-2.37e-02	ybgF
yjjG	0.64807	3.93e-01	9.03e-01	-6.1216	2.33e-02	yjjG
phoQ	0.64864	3.93e-01	9.02e-01	-6.1225	1.60e-02	phoQ
ycbU	0.64872	3.93e-01	-9.01e-01	-6.1231	-3.50e-02	ycbU
tdcR	0.64872	3.93e-01	9.01e-01	-6.1231	1.20e-02	tdcR
coaE	0.649	3.94e-01	9.00e-01	-6.1237	2.04e-02	coaE
insD-1	0.64919	3.94e-01	9.00e-01	-6.1241	4.16e-02	insD-1
proC	0.64919	3.94e-01	-8.99e-01	-6.1244	-1.75e-02	proC
fucK	0.64919	3.94e-01	8.99e-01	-6.1247	2.76e-02	fucK
tufB	0.64965	3.95e-01	8.98e-01	-6.1254	1.24e-02	tufB
frlC	0.65001	3.95e-01	-8.98e-01	-6.1261	-4.58e-02	frlC
ycdS	0.65027	3.95e-01	8.97e-01	-6.1266	4.60e-02	ycdS
nth	0.65129	3.96e-01	-8.95e-01	-6.128	-4.03e-02	nth
yrbC	0.65191	3.97e-01	-8.94e-01	-6.1292	-2.27e-02	yrbC
ydcO	0.65191	3.97e-01	8.94e-01	-6.1293	2.07e-02	ydcO
hisD	0.65191	3.97e-01	-8.94e-01	-6.1295	-3.79e-02	hisD
ldcC	0.65191	3.97e-01	-8.93e-01	-6.1297	-2.48e-02	ldcC
mutY	0.65191	3.97e-01	8.93e-01	-6.1299	2.40e-02	mutY
yedZ	0.65224	3.98e-01	8.92e-01	-6.1307	3.58e-02	yedZ
ybcY	0.65224	3.98e-01	-8.92e-01	-6.131	-1.55e-02	ybcY
folE	0.65224	3.98e-01	-8.92e-01	-6.1311	-2.27e-02	folE
pyrB	0.6527	3.98e-01	-8.91e-01	-6.1318	-7.73e-02	pyrB
kdsD	0.65332	3.99e-01	8.90e-01	-6.1332	1.22e-02	kdsD
ykgG	0.65332	3.99e-01	8.89e-01	-6.1335	4.07e-02	ykgG
yqhH	0.65332	3.99e-01	-8.89e-01	-6.1335	-2.90e-02	yqhH
yrbD	0.65332	3.99e-01	8.89e-01	-6.1338	2.21e-02	yrbD
yfjX	0.65332	3.99e-01	-8.89e-01	-6.1338	-1.74e-02	yfjX
ldcA	0.65332	4.00e-01	-8.89e-01	-6.134	-2.38e-02	ldcA
yfjW	0.65354	4.00e-01	8.88e-01	-6.1345	1.25e-02	yfjW
pflA	0.65357	4.00e-01	8.88e-01	-6.135	1.92e-02	pflA
ribF	0.65357	4.00e-01	-8.88e-01	-6.1351	-1.30e-02	ribF
hemC	0.65498	4.01e-01	-8.85e-01	-6.1372	-2.05e-02	hemC
t44	0.65498	4.01e-01	8.85e-01	-6.1373	3.80e-02	t44
yihQ	0.65498	4.01e-01	8.85e-01	-6.1373	5.04e-02	yihQ
kdgK	0.65714	4.03e-01	-8.82e-01	-6.1399	-3.20e-02	kdgK
rplX	0.65838	4.04e-01	8.80e-01	-6.1415	1.32e-02	rplX
xylG	0.65874	4.04e-01	8.80e-01	-6.1421	1.59e-02	xylG
garL	0.65934	4.05e-01	-8.79e-01	-6.143	-3.31e-02	garL
ychG	0.6594	4.05e-01	8.78e-01	-6.1433	2.53e-02	ychG
cysT	0.65962	4.05e-01	-8.78e-01	-6.1438	-1.73e-02	cysT
ybbB	0.65962	4.05e-01	-8.77e-01	-6.144	-2.69e-02	ybbB
cheW	0.65979	4.06e-01	-8.77e-01	-6.1445	-1.17e-02	cheW
ydiR	0.66001	4.06e-01	-8.76e-01	-6.145	-2.09e-02	ydiR
djlA	0.66001	4.06e-01	8.76e-01	-6.1453	1.25e-02	djlA
yejF	0.66001	4.06e-01	8.76e-01	-6.1455	2.94e-02	yejF
entA	0.66001	4.07e-01	8.75e-01	-6.1463	2.71e-02	entA
nlpE	0.66001	4.07e-01	-8.75e-01	-6.1465	-1.60e-02	nlpE
fumC	0.66001	4.07e-01	-8.74e-01	-6.1466	-3.61e-02	fumC
yibQ	0.66001	4.07e-01	8.74e-01	-6.1467	2.95e-02	yibQ
hyfF	0.66001	4.07e-01	-8.74e-01	-6.1468	-3.31e-02	hyfF
bglX	0.66001	4.07e-01	-8.74e-01	-6.147	-1.95e-02	bglX
yadI	0.66069	4.08e-01	-8.73e-01	-6.1479	-2.40e-02	yadI
ddpC	0.66073	4.08e-01	8.72e-01	-6.1485	2.87e-02	ddpC
dkgB	0.66073	4.08e-01	8.72e-01	-6.1485	2.53e-02	dkgB
hemG	0.66081	4.08e-01	-8.72e-01	-6.1488	-1.51e-02	hemG
ymgF	0.66152	4.09e-01	-8.71e-01	-6.1498	-3.43e-02	ymgF
kefC	0.6634	4.10e-01	8.68e-01	-6.1522	2.55e-02	kefC
insE-4	0.6634	4.10e-01	-8.68e-01	-6.1523	-2.17e-02	insE-4
ribE	0.66365	4.11e-01	-8.67e-01	-6.153	-1.39e-02	ribE
adk	0.66365	4.11e-01	-8.67e-01	-6.1531	-1.93e-02	adk
mepA	0.66426	4.11e-01	-8.66e-01	-6.1539	-2.30e-02	mepA
guaD	0.66448	4.11e-01	-8.65e-01	-6.1544	-2.44e-02	guaD
moeA	0.66459	4.12e-01	-8.64e-01	-6.1555	-2.24e-02	moeA
yiiS	0.66459	4.12e-01	8.64e-01	-6.1557	3.09e-02	yiiS
ibpA	0.66459	4.12e-01	-8.64e-01	-6.1558	-3.54e-02	ibpA
fbaA	0.66459	4.12e-01	-8.64e-01	-6.1559	-3.60e-02	fbaA
uidA	0.66459	4.12e-01	-8.64e-01	-6.1559	-6.73e-02	uidA
mcrA	0.66459	4.12e-01	8.63e-01	-6.1562	1.35e-02	mcrA
yfbG	0.66459	4.13e-01	-8.63e-01	-6.1563	-1.88e-02	yfbG
dsbA	0.66564	4.13e-01	-8.62e-01	-6.1576	-2.26e-02	dsbA
gltP	0.66606	4.14e-01	8.61e-01	-6.1583	6.77e-02	gltP
hyaA	0.66678	4.14e-01	-8.60e-01	-6.1593	-5.39e-02	hyaA
yidH	0.66678	4.14e-01	-8.60e-01	-6.1595	-1.55e-02	yidH
livJ	0.66685	4.15e-01	-8.59e-01	-6.1599	-3.72e-02	livJ
pspF	0.66747	4.15e-01	-8.58e-01	-6.1608	-2.63e-02	pspF
yggX	0.66771	4.16e-01	-8.58e-01	-6.1613	-1.51e-02	yggX
flgA	0.66771	4.16e-01	-8.57e-01	-6.1615	-2.34e-02	flgA
nikA	0.6679	4.16e-01	-8.57e-01	-6.1619	-1.71e-01	nikA
yfaZ	0.66791	4.16e-01	8.56e-01	-6.1624	1.97e-02	yfaZ
yqaB	0.66791	4.16e-01	8.56e-01	-6.1624	1.54e-02	yqaB
secF	0.66878	4.17e-01	-8.55e-01	-6.1636	-2.05e-02	secF
rseB	0.66893	4.17e-01	-8.54e-01	-6.164	-1.73e-02	rseB
pdxA	0.66899	4.17e-01	-8.54e-01	-6.1644	-2.37e-02	pdxA
alsA	0.66899	4.18e-01	8.54e-01	-6.1645	4.36e-02	alsA
yfdL	0.66928	4.18e-01	8.53e-01	-6.1651	1.34e-02	yfdL
carA	0.66941	4.18e-01	8.53e-01	-6.1655	6.58e-02	carA
yfaH	0.66941	4.18e-01	8.52e-01	-6.1659	5.55e-02	yfaH
yqcD	0.66941	4.18e-01	-8.52e-01	-6.1661	-1.48e-02	yqcD
paaF	0.66941	4.19e-01	-8.52e-01	-6.1662	-2.90e-02	paaF
dxr	0.66993	4.19e-01	-8.50e-01	-6.1675	-2.65e-02	dxr
rrlA	0.66993	4.20e-01	8.50e-01	-6.168	1.14e-02	rrlA
ppdD	0.66993	4.20e-01	-8.50e-01	-6.1682	-4.91e-02	ppdD
nei	0.66993	4.20e-01	8.50e-01	-6.1682	5.28e-02	nei
yiiG	0.66993	4.20e-01	-8.49e-01	-6.1683	-2.76e-02	yiiG
xseA	0.66993	4.20e-01	-8.49e-01	-6.1684	-2.46e-02	xseA
sbcC	0.66993	4.20e-01	8.49e-01	-6.1684	1.66e-02	sbcC
hycF	0.67013	4.20e-01	-8.49e-01	-6.1689	-9.56e-02	hycF
ycdK	0.67132	4.21e-01	8.47e-01	-6.1704	4.32e-02	ycdK
wcaM	0.67156	4.21e-01	8.46e-01	-6.1708	1.16e-02	wcaM
ynhG	0.67176	4.22e-01	-8.46e-01	-6.1713	-3.53e-02	ynhG
hchA	0.6718	4.22e-01	-8.46e-01	-6.1716	-3.47e-02	hchA
sstT	0.67205	4.22e-01	8.45e-01	-6.1721	3.51e-02	sstT
ompN	0.67227	4.22e-01	-8.44e-01	-6.1726	-1.53e-02	ompN
yafQ	0.67227	4.23e-01	8.44e-01	-6.1728	2.04e-02	yafQ
rpoA	0.67277	4.23e-01	8.43e-01	-6.1735	1.64e-02	rpoA
melR	0.67283	4.23e-01	8.43e-01	-6.1741	2.76e-02	melR
yciH	0.67283	4.24e-01	8.42e-01	-6.1744	2.57e-02	yciH
pmrD	0.67283	4.24e-01	-8.42e-01	-6.1744	-1.69e-02	pmrD
gadE	0.67283	4.24e-01	-8.42e-01	-6.1747	-1.09e-01	gadE
yhiJ	0.67283	4.24e-01	8.42e-01	-6.1748	4.90e-02	yhiJ
leuB	0.67346	4.24e-01	-8.41e-01	-6.1757	-3.04e-02	leuB
rluA	0.67378	4.25e-01	8.40e-01	-6.1763	3.29e-02	rluA
yjcE	0.67435	4.25e-01	-8.39e-01	-6.1773	-2.50e-02	yjcE
fliS	0.67435	4.25e-01	8.39e-01	-6.1774	1.18e-02	fliS
ptsH	0.67435	4.26e-01	-8.39e-01	-6.1776	-3.32e-02	ptsH
ybgC	0.67452	4.26e-01	8.38e-01	-6.178	1.74e-02	ybgC
yheS	0.67452	4.26e-01	8.38e-01	-6.1784	2.02e-02	yheS
yahB	0.67452	4.26e-01	-8.37e-01	-6.1784	-2.42e-02	yahB
ydhD	0.67472	4.26e-01	-8.37e-01	-6.1789	-1.46e-02	ydhD
rpsK	0.67524	4.27e-01	8.36e-01	-6.1798	1.20e-02	rpsK
yegQ	0.67524	4.27e-01	8.35e-01	-6.1803	5.37e-02	yegQ
fcl	0.67524	4.27e-01	-8.35e-01	-6.1804	-1.39e-02	fcl
rpsO	0.67524	4.27e-01	-8.35e-01	-6.1806	-2.06e-02	rpsO
ydhT	0.67524	4.27e-01	8.35e-01	-6.1806	2.84e-02	ydhT
flgE	0.67592	4.28e-01	8.34e-01	-6.1815	1.14e-02	flgE
ynbE	0.67667	4.29e-01	8.33e-01	-6.1825	1.17e-02	ynbE
recN	0.67745	4.29e-01	-8.31e-01	-6.1835	-1.85e-02	recN
yaeL	0.6777	4.30e-01	8.31e-01	-6.184	1.76e-02	yaeL
ykgH	0.67806	4.30e-01	8.30e-01	-6.1846	1.47e-02	ykgH
iap	0.67898	4.31e-01	-8.29e-01	-6.1858	-2.67e-02	iap
amiC	0.679	4.31e-01	-8.28e-01	-6.1863	-2.07e-02	amiC
yfhK	0.679	4.31e-01	8.28e-01	-6.1863	1.72e-02	yfhK
ymfQ	0.67906	4.31e-01	-8.28e-01	-6.1866	-5.30e-02	ymfQ
insB-2	0.6795	4.32e-01	-8.27e-01	-6.1873	-2.77e-02	insB-2
rpmA	0.67973	4.32e-01	8.26e-01	-6.1877	1.56e-02	rpmA
ygaV	0.67999	4.32e-01	-8.26e-01	-6.1884	-2.43e-02	ygaV
fsaA	0.67999	4.33e-01	-8.25e-01	-6.1889	-1.84e-02	fsaA
ydaT	0.67999	4.33e-01	-8.25e-01	-6.1889	-1.56e-02	ydaT
pabB	0.67999	4.33e-01	8.25e-01	-6.1894	3.19e-02	pabB
betI	0.67999	4.33e-01	8.25e-01	-6.1894	2.83e-02	betI
araE	0.67999	4.33e-01	-8.24e-01	-6.1894	-1.85e-02	araE
dacD	0.67999	4.33e-01	-8.24e-01	-6.1897	-1.42e-02	dacD
ycdT	0.67999	4.33e-01	-8.24e-01	-6.1899	-1.49e-02	ycdT
abgB	0.68019	4.34e-01	-8.23e-01	-6.1903	-5.80e-02	abgB
yhjQ	0.68024	4.34e-01	8.23e-01	-6.1906	2.78e-02	yhjQ
xerD	0.68091	4.35e-01	-8.21e-01	-6.192	-1.55e-02	xerD
gatA	0.68091	4.35e-01	8.21e-01	-6.192	2.53e-02	gatA
ruvB	0.68091	4.35e-01	-8.21e-01	-6.1922	-1.32e-02	ruvB
xylR	0.68091	4.35e-01	-8.21e-01	-6.1922	-2.75e-02	xylR
menF	0.68138	4.35e-01	8.20e-01	-6.1931	1.79e-02	menF
ssuD	0.68138	4.35e-01	-8.20e-01	-6.1932	-2.97e-02	ssuD
yicM	0.68138	4.36e-01	-8.19e-01	-6.1936	-3.12e-02	yicM
rplA	0.68138	4.36e-01	8.19e-01	-6.1936	2.18e-02	rplA
intA	0.68149	4.36e-01	8.19e-01	-6.1941	1.17e-02	intA
rfaZ	0.68149	4.36e-01	-8.19e-01	-6.1942	-2.52e-02	rfaZ
tolB	0.68203	4.37e-01	8.18e-01	-6.1951	1.31e-02	tolB
yidE	0.68203	4.37e-01	8.18e-01	-6.1952	3.55e-02	yidE
cld	0.68237	4.37e-01	8.17e-01	-6.1958	2.55e-02	cld
ybgK	0.68309	4.38e-01	-8.15e-01	-6.1971	-1.27e-02	ybgK
ryiA	0.68309	4.38e-01	8.15e-01	-6.1971	2.51e-02	ryiA
ymjC	0.68309	4.38e-01	-8.15e-01	-6.1974	-6.64e-02	ymjC
mngB	0.68309	4.38e-01	-8.15e-01	-6.1976	-1.78e-02	mngB
ygbN	0.68309	4.38e-01	-8.15e-01	-6.1976	-2.68e-02	ygbN
yiaA	0.68396	4.39e-01	-8.13e-01	-6.1987	-5.02e-02	yiaA
csgF	0.68396	4.39e-01	-8.13e-01	-6.199	-4.73e-02	csgF
yceG	0.68454	4.40e-01	8.12e-01	-6.1998	1.77e-02	yceG
rplN	0.68459	4.40e-01	-8.11e-01	-6.2002	-1.49e-02	rplN
bfr	0.68459	4.40e-01	8.11e-01	-6.2003	1.14e-02	bfr
fliI	0.68517	4.41e-01	-8.10e-01	-6.2011	-5.77e-02	fliI
rpoH	0.68537	4.41e-01	-8.10e-01	-6.2017	-2.46e-02	rpoH
xdhC	0.68537	4.41e-01	-8.09e-01	-6.2019	-2.59e-02	xdhC
clpX	0.68537	4.41e-01	-8.09e-01	-6.2022	-1.99e-02	clpX
yjjX	0.68537	4.41e-01	8.09e-01	-6.2022	1.50e-02	yjjX
rfaC	0.68538	4.42e-01	-8.09e-01	-6.2025	-1.59e-02	rfaC
tolA	0.68557	4.42e-01	8.08e-01	-6.2029	1.49e-02	tolA
ypjC	0.68614	4.42e-01	8.07e-01	-6.2037	1.13e-02	ypjC
yebA	0.68629	4.43e-01	-8.07e-01	-6.204	-3.64e-02	yebA
yieK	0.6864	4.43e-01	8.06e-01	-6.2044	1.60e-02	yieK
ycgR	0.68688	4.43e-01	8.06e-01	-6.2051	3.01e-02	ycgR
yggU	0.68775	4.44e-01	8.04e-01	-6.2064	1.62e-02	yggU
yghS	0.68775	4.44e-01	8.04e-01	-6.2064	3.11e-02	yghS
ygcF	0.68798	4.44e-01	-8.03e-01	-6.2068	-1.30e-02	ygcF
nadB	0.68829	4.45e-01	8.03e-01	-6.2074	5.60e-02	nadB
hisR	0.68841	4.45e-01	8.02e-01	-6.2077	2.00e-02	hisR
rfaE	0.68943	4.46e-01	8.01e-01	-6.2089	1.94e-02	rfaE
ypjM	0.68999	4.46e-01	8.00e-01	-6.2097	1.09e-02	ypjM
ycjD	0.69032	4.47e-01	7.99e-01	-6.2102	2.22e-02	ycjD
ypjD	0.69037	4.47e-01	7.99e-01	-6.2105	1.44e-02	ypjD
tnaA	0.69046	4.47e-01	7.98e-01	-6.2109	7.39e-02	tnaA
ymfD	0.69046	4.47e-01	7.98e-01	-6.2111	1.84e-02	ymfD
yhcE	0.69046	4.47e-01	-7.98e-01	-6.2113	-1.53e-02	yhcE
ybjP	0.69057	4.48e-01	7.97e-01	-6.2118	2.75e-02	ybjP
nohB	0.69057	4.48e-01	-7.97e-01	-6.2118	-2.59e-02	nohB
yihX	0.69067	4.48e-01	-7.97e-01	-6.2122	-2.26e-02	yihX
lysC	0.69067	4.48e-01	-7.96e-01	-6.2125	-2.61e-02	lysC
ssb	0.69067	4.48e-01	-7.96e-01	-6.2127	-1.27e-02	ssb
dedA	0.69067	4.48e-01	-7.96e-01	-6.2129	-1.55e-02	dedA
nikE	0.6916	4.49e-01	-7.95e-01	-6.214	-9.49e-02	nikE
wbbJ	0.6916	4.49e-01	7.94e-01	-6.2142	1.28e-02	wbbJ
hcaD	0.6917	4.50e-01	-7.94e-01	-6.2146	-2.85e-02	hcaD
yeeT	0.6917	4.50e-01	-7.94e-01	-6.2148	-1.73e-02	yeeT
yciT	0.6917	4.50e-01	-7.93e-01	-6.215	-3.40e-02	yciT
ybbM	0.69313	4.51e-01	7.91e-01	-6.2167	1.77e-02	ybbM
metN	0.69313	4.51e-01	7.91e-01	-6.217	2.80e-02	metN
ylbA	0.69313	4.51e-01	7.91e-01	-6.2172	2.16e-02	ylbA
emrK	0.69313	4.51e-01	7.91e-01	-6.2172	2.39e-02	emrK
yigE	0.69346	4.52e-01	7.90e-01	-6.2178	2.38e-02	yigE
nikB	0.6935	4.52e-01	-7.89e-01	-6.2182	-1.72e-01	nikB
ymcB	0.6935	4.52e-01	7.89e-01	-6.2184	1.37e-02	ymcB
glmM	0.6935	4.52e-01	-7.89e-01	-6.2185	-1.31e-02	glmM
intS	0.69353	4.53e-01	-7.89e-01	-6.2188	-1.49e-02	intS
lolE	0.69438	4.53e-01	-7.87e-01	-6.2198	-1.62e-02	lolE
yhjJ	0.69446	4.53e-01	-7.87e-01	-6.2202	-1.19e-02	yhjJ
rhsA	0.69446	4.54e-01	-7.87e-01	-6.2203	-1.11e-02	rhsA
yfbB	0.69471	4.54e-01	7.86e-01	-6.2208	2.15e-02	yfbB
yeeX	0.69499	4.54e-01	-7.86e-01	-6.2213	-3.01e-02	yeeX
yfaW	0.69507	4.55e-01	7.85e-01	-6.2217	4.50e-02	yfaW
osmC	0.69507	4.55e-01	-7.85e-01	-6.2218	-5.08e-02	osmC
hyfB	0.69626	4.56e-01	-7.83e-01	-6.2233	-2.02e-02	hyfB
radA	0.69626	4.56e-01	-7.83e-01	-6.2235	-2.26e-02	radA
sufD	0.69626	4.56e-01	-7.83e-01	-6.2236	-3.16e-02	sufD
fbp	0.69627	4.56e-01	7.82e-01	-6.2238	3.14e-02	fbp
insH-2	0.69657	4.56e-01	-7.82e-01	-6.2243	-1.60e-02	insH-2
pps	0.69666	4.57e-01	7.81e-01	-6.2246	1.44e-01	pps
phnN	0.6969	4.57e-01	-7.81e-01	-6.2251	-4.98e-02	phnN
ybcN	0.69713	4.57e-01	-7.80e-01	-6.2255	-1.07e-02	ybcN
yafZ	0.69741	4.58e-01	7.80e-01	-6.226	4.12e-02	yafZ
fruK	0.69787	4.58e-01	-7.79e-01	-6.2267	-3.20e-01	fruK
yidK	0.69788	4.58e-01	-7.79e-01	-6.2269	-5.60e-02	yidK
fliL	0.69855	4.59e-01	-7.77e-01	-6.2277	-1.53e-02	fliL
cyaA	0.69856	4.59e-01	7.77e-01	-6.228	5.29e-02	cyaA
ilvE	0.69889	4.59e-01	7.76e-01	-6.2285	4.36e-02	ilvE
trkG	0.69892	4.60e-01	7.76e-01	-6.229	9.83e-03	trkG
ynfA	0.69892	4.60e-01	7.76e-01	-6.2292	1.44e-02	ynfA
rplF	0.69892	4.60e-01	7.76e-01	-6.2292	1.59e-02	rplF
yfgA	0.69914	4.60e-01	-7.75e-01	-6.2298	-1.15e-02	yfgA
yedO	0.69914	4.60e-01	7.74e-01	-6.2301	1.05e-02	yedO
gcvA	0.69914	4.61e-01	7.74e-01	-6.2303	2.29e-02	gcvA
flhC	0.69914	4.61e-01	7.74e-01	-6.2303	1.24e-02	flhC
paaA	0.70011	4.61e-01	7.73e-01	-6.2314	4.47e-02	paaA
intF	0.70038	4.62e-01	7.72e-01	-6.2319	1.29e-02	intF
hinT	0.701	4.62e-01	-7.71e-01	-6.2327	-2.00e-02	hinT
insC-6	0.70149	4.63e-01	-7.70e-01	-6.2334	-4.96e-02	insC-6
nikC	0.70149	4.63e-01	-7.70e-01	-6.2336	-1.28e-01	nikC
flgI	0.70166	4.63e-01	7.69e-01	-6.2341	1.21e-02	flgI
yfdV	0.70166	4.63e-01	-7.69e-01	-6.2342	-2.97e-02	yfdV
pepQ	0.70206	4.64e-01	-7.69e-01	-6.2348	-1.71e-02	pepQ
rrlH	0.70408	4.65e-01	7.66e-01	-6.237	1.10e-02	rrlH
yhfS	0.70408	4.65e-01	7.65e-01	-6.2372	3.68e-02	yhfS
sraG	0.70408	4.66e-01	-7.65e-01	-6.2373	-3.22e-02	sraG
torY	0.70423	4.66e-01	7.65e-01	-6.2379	2.84e-02	torY
aspS	0.70423	4.66e-01	7.65e-01	-6.2379	1.68e-02	aspS
fliE	0.70435	4.67e-01	-7.64e-01	-6.2387	-2.53e-02	fliE
tmk	0.70435	4.67e-01	-7.63e-01	-6.239	-1.26e-02	tmk
yjiZ	0.70435	4.67e-01	7.63e-01	-6.2391	1.05e-02	yjiZ
sufE	0.70435	4.67e-01	7.63e-01	-6.2393	2.69e-02	sufE
fucO	0.70435	4.67e-01	7.63e-01	-6.2393	3.02e-02	fucO
insM	0.70435	4.67e-01	-7.63e-01	-6.2394	-1.02e-02	insM
hscC	0.70435	4.67e-01	7.62e-01	-6.2397	2.33e-02	hscC
yjdC	0.70435	4.67e-01	-7.62e-01	-6.2399	-2.06e-02	yjdC
yjiM	0.70435	4.67e-01	-7.62e-01	-6.24	-5.01e-02	yjiM
holE	0.7044	4.68e-01	7.62e-01	-6.2403	2.22e-02	holE
ybcI	0.7044	4.68e-01	-7.61e-01	-6.2404	-3.82e-02	ybcI
yedL	0.70481	4.68e-01	-7.61e-01	-6.241	-2.56e-02	yedL
phnP	0.70556	4.69e-01	-7.59e-01	-6.2419	-2.42e-02	phnP
thiC	0.70556	4.69e-01	-7.59e-01	-6.2421	-2.13e-02	thiC
murG	0.70569	4.69e-01	7.59e-01	-6.2425	2.13e-02	murG
insB	0.70588	4.70e-01	7.58e-01	-6.2429	1.82e-02	insB
yccV	0.70616	4.70e-01	7.57e-01	-6.2438	2.19e-02	yccV
psd	0.70616	4.70e-01	-7.57e-01	-6.244	-1.51e-02	psd
yneF	0.70616	4.70e-01	7.57e-01	-6.244	2.30e-02	yneF
modC	0.70616	4.71e-01	-7.56e-01	-6.2443	-1.70e-02	modC
nhaR	0.70616	4.71e-01	7.56e-01	-6.2444	1.05e-02	nhaR
cysW	0.70616	4.71e-01	-7.56e-01	-6.2449	-2.83e-02	cysW
ccmA	0.70616	4.71e-01	7.55e-01	-6.2453	1.32e-02	ccmA
yncC	0.70616	4.71e-01	7.55e-01	-6.2453	3.49e-02	yncC
yadE	0.70616	4.72e-01	7.55e-01	-6.2455	1.37e-02	yadE
ubiH	0.70616	4.72e-01	-7.55e-01	-6.2456	-1.34e-02	ubiH
ybhD	0.70616	4.72e-01	-7.55e-01	-6.2456	-5.80e-02	ybhD
ygeW	0.70616	4.72e-01	-7.54e-01	-6.2458	-4.69e-02	ygeW
hyfJ	0.70616	4.72e-01	7.54e-01	-6.2459	2.00e-02	hyfJ
ycfS	0.70617	4.72e-01	7.54e-01	-6.2462	1.57e-02	ycfS
ymfJ	0.70676	4.73e-01	7.53e-01	-6.2469	1.62e-02	ymfJ
ycaI	0.70722	4.73e-01	-7.52e-01	-6.2476	-1.70e-02	ycaI
yqjC	0.70753	4.73e-01	-7.52e-01	-6.248	-1.68e-02	yqjC
umuD	0.70792	4.74e-01	-7.51e-01	-6.2487	-1.95e-02	umuD
IS061	0.70792	4.74e-01	7.50e-01	-6.249	1.09e-02	IS061
wcaL	0.70792	4.74e-01	7.50e-01	-6.249	1.05e-02	wcaL
rpsA	0.70805	4.74e-01	7.50e-01	-6.2494	1.49e-02	rpsA
rmuC	0.70807	4.75e-01	-7.49e-01	-6.2499	-1.38e-02	rmuC
ogt	0.70807	4.75e-01	7.49e-01	-6.25	1.18e-02	ogt
yjhS	0.70807	4.75e-01	-7.49e-01	-6.25	-1.06e-02	yjhS
tfaS	0.70888	4.76e-01	-7.48e-01	-6.251	-1.65e-02	tfaS
sieB	0.70978	4.76e-01	-7.46e-01	-6.252	-1.04e-02	sieB
acrF	0.71018	4.77e-01	-7.45e-01	-6.2527	-2.25e-02	acrF
nagB	0.71018	4.77e-01	-7.45e-01	-6.2528	-2.04e-02	nagB
yqiH	0.71018	4.77e-01	7.45e-01	-6.2531	1.45e-02	yqiH
dppF	0.71018	4.77e-01	7.45e-01	-6.2534	4.25e-02	dppF
lysR	0.71018	4.77e-01	7.45e-01	-6.2534	2.01e-02	lysR
yiaT	0.71051	4.78e-01	7.44e-01	-6.2539	1.46e-02	yiaT
guaB	0.71152	4.79e-01	-7.42e-01	-6.2551	-3.97e-02	guaB
basR	0.71186	4.79e-01	-7.42e-01	-6.2557	-1.77e-02	basR
yegR	0.71186	4.79e-01	7.41e-01	-6.2558	9.40e-03	yegR
aslB	0.71226	4.80e-01	7.40e-01	-6.2566	2.13e-02	aslB
nanK	0.71226	4.80e-01	-7.40e-01	-6.2566	-1.26e-02	nanK
pphA	0.71226	4.80e-01	-7.40e-01	-6.2568	-2.04e-02	pphA
aroE	0.71281	4.80e-01	7.39e-01	-6.2575	2.00e-02	aroE
rsuA	0.71301	4.81e-01	-7.39e-01	-6.258	-1.21e-02	rsuA
hisS	0.71301	4.81e-01	-7.38e-01	-6.2581	-1.34e-02	hisS
ymgC	0.71301	4.81e-01	7.38e-01	-6.2583	9.63e-03	ymgC
recJ	0.71327	4.81e-01	7.38e-01	-6.2587	1.59e-02	recJ
galS	0.71345	4.82e-01	-7.37e-01	-6.2591	-1.68e-02	galS
mqo	0.71436	4.82e-01	7.36e-01	-6.2601	5.52e-02	mqo
hscB	0.7144	4.83e-01	-7.35e-01	-6.2605	-2.77e-02	hscB
rhtA	0.7144	4.83e-01	7.35e-01	-6.2606	1.48e-02	rhtA
yecJ	0.7144	4.83e-01	7.35e-01	-6.2608	5.02e-02	yecJ
lit	0.71549	4.84e-01	-7.33e-01	-6.262	-2.32e-02	lit
