ID	logFC	Gene.symbol
1556188_a_at	-0.16185767	ZNF555
241503_at	-0.13583297	FAM81A
244365_at	-0.12031269	
210276_s_at	-0.1582452	NOL12///TRIOBP
216488_s_at	-0.21290385	ATP11A
211948_x_at	0.1849273	PRRC2C
229005_at	-0.29241916	MCTP2
1554042_s_at	-0.13289803	TMEM239
206281_at	0.19750811	ADCYAP1
218522_s_at	0.12098061	MAP1S
1570283_at	-0.10898274	
223610_at	-0.14747907	SEMA5B
224613_s_at	-0.1874436	DNAJC5
232849_at	-0.13781176	LOC100128988
208260_at	-0.11949478	AVPR1B
1557744_at	0.2543344	
217366_at	-0.11128461	CTNNA1P1
213072_at	0.11300084	CYHR1
232401_at	0.13621703	KCNS2
227614_at	-0.33897035	HKDC1
204257_at	0.13223455	FADS3
213350_at	0.12216269	RPS11
234760_at	-0.156512	OR2H4P
237824_at	-0.1262674	
227030_at	-0.16289183	IKZF3
240066_at	0.14361905	
230431_at	0.14710979	LOC100506022
244042_x_at	-0.26390788	
241946_at	-0.19012632	ZDHHC21
216387_x_at	0.11886773	
1564254_at	0.15847047	KY
237475_x_at	0.14990772	CCDC152
230605_at	-0.16417154	
225433_at	0.14918596	GTF2A1
1566851_at	0.11832272	TRIM42
235547_at	0.2529958	N4BP2L2
1565192_at	-0.13896236	
235329_at	0.13979102	NOXO1
204537_s_at	-0.35612487	MIR452///MIR224///GABRE
1556669_a_at	-0.14599012	
213502_x_at	0.20028118	GUSBP11
220728_at	0.21054029	
233533_at	-0.18868748	KRTAP1-5
1556621_a_at	-0.14419605	
1563495_at	-0.15891472	SLC9C2
202458_at	-0.249095	PRSS23
1553918_at	-0.14880947	LINC00479
234498_at	0.14755905	M1AP
1561133_at	-0.14978664	
230671_at	0.11689268	
218507_at	-0.50142996	HILPDA
216092_s_at	0.17118368	SLC7A8
208407_s_at	0.13239779	TMX2-CTNND1///CTNND1
204219_s_at	-0.13310325	PSMC1
218796_at	0.18709692	FERMT1
1562745_at	0.13895231	
225598_at	-0.14734362	SLC45A4
219152_at	-0.22633058	PODXL2
238765_at	-0.13759332	ATP6V1G1
233535_at	-0.16293629	ATP13A4
1562491_at	0.11674466	LOC101928622
218975_at	-0.16890913	COL5A3
32091_at	-0.14915367	SLC25A44
218008_at	-0.10077882	TMEM248
218374_s_at	-0.17944696	C12orf4
1554800_at	-0.14212164	RAB39A
205444_at	-0.1567572	ATP2A1
1563166_at	0.14741936	
239200_at	-0.15722628	
1564474_at	-0.13648478	ZBED3-AS1
1566339_at	0.16136406	SNORD8
230703_at	-0.20924784	
236415_at	0.13704059	DENND5B
208654_s_at	-0.18886573	CD164
225756_at	-0.20696018	LOC400927-CSNK1E///CSNK1E
1561045_a_at	-0.13050944	LOC101928973
208686_s_at	-0.13735707	BRD2
228194_s_at	-0.29878664	SORCS1
223606_x_at	-0.19504874	GPALPP1
214818_at	-0.15425921	CCDC57
233458_at	-0.16564917	LOC101060521///POLR3E
234538_at	0.11186279	
237585_at	0.18903418	C4orf47
215259_s_at	-0.23229039	CADM4
214881_s_at	-0.14613774	UBTF
237266_at	0.16476601	KCNIP2-AS1
202212_at	-0.12913077	PES1
225224_at	-0.19716289	NOL4L
240993_at	-0.13904723	UPF3B
237297_at	-0.12557104	
220629_at	0.13283881	KCNQ1DN
218371_s_at	-0.14050742	PSPC1
238874_at	0.14240291	LOC100506860
235348_at	0.21049242	ABHD13
1558700_s_at	-0.18322716	ZNF260
207904_s_at	-0.13487913	LNPEP
1555661_at	-0.14206284	OR8D1
1569640_s_at	-0.12517457	EEPD1
226798_at	-0.15524662	BCL2L13
213890_x_at	0.08904422	RPS16
231220_at	0.18433154	CELF4
213935_at	-0.1338639	ABHD5
1552682_a_at	-0.17910476	KNL1
223602_at	-0.1547865	USP30
1553974_at	0.15653331	C22orf39
226544_x_at	-0.11549142	EEF1E1-BLOC1S5///BLOC1S5
242044_at	-0.15223336	
221742_at	-0.10414631	CELF1
1554980_a_at	-0.49329031	ATF3
1554062_at	0.17867318	XG
1553860_at	-0.15524356	DCST1
215663_at	0.12608387	MBNL1
243188_at	-0.15980979	ZNF283
1558459_s_at	0.16466251	LOC101928623///LOC401320
238936_at	0.14016509	TMEM178B
216620_s_at	0.17119272	ARHGEF10
1552898_a_at	-0.16401078	KCNG3
226231_at	0.18817078	PAWR
1555872_a_at	-0.18663442	LOC728903///GLIDR
203067_at	-0.11415191	PDHX
218948_at	-0.29582775	QRSL1
238561_s_at	-0.16456795	UTP23
227088_at	-0.26195407	PDE5A
1560116_a_at	-0.11208806	NEDD1
222720_x_at	0.17168831	C1orf27
236431_at	0.19670852	U2SURP
1561887_at	-0.15310376	
237850_at	-0.10576463	
236818_at	0.14193193	
220118_at	0.14228	ZBTB32
229594_at	0.13092945	SPTY2D1
206559_x_at	-0.08556493	
1561953_at	0.1395415	
218819_at	-0.16911667	INTS6
231282_at	0.15359929	
201764_at	-0.25388067	TMEM106C
244809_at	-0.18179368	
220646_s_at	-0.19195741	KLRF1
231424_at	0.13151941	SLC5A12
201558_at	-0.1492549	RAE1
234254_at	0.21624103	RPL7AP9
229854_at	-0.16449729	OBSCN
226162_at	-0.12943393	SLC30A6
219137_s_at	0.10619965	MFF
219521_at	0.1123768	B3GAT1
1558969_a_at	-0.14113237	RPL32P3
210650_s_at	-0.14981459	PCLO
242579_at	0.38436748	BMPR1B
1555267_at	-0.13268302	GRID1
233881_s_at	0.14337584	TOLLIP
215784_at	0.21303671	CD1E
203302_at	0.14892317	DCK
230549_at	-0.15738803	ELK4
204637_at	0.1486103	CGA
238969_at	-0.13510575	PQLC2L
220725_x_at	-0.15080788	DNAH3
231011_at	-0.14949237	LARP1B
244517_x_at	-0.16300727	
212411_at	-0.1762794	IMP4
1559989_at	-0.11198417	TPM4
240229_at	-0.1250159	
214359_s_at	0.16913853	HSP90AB1
241022_at	-0.14591957	
220814_at	0.16573071	SLC30A6
222079_at	0.11485846	ERG
227820_at	0.13973211	TBC1D25
207437_at	0.1401573	NOVA1
229812_at	-0.17651833	USP48
236261_at	0.36475017	OSBPL6
1556798_a_at	-0.15558579	RNF144A-AS1
201049_s_at	-0.09194453	RPS18
233101_at	0.18503295	MTMR9
210623_at	0.15698454	UBXN1
1557970_s_at	-0.12261009	RPS6KA2
243393_at	0.13642959	
228161_at	-0.17602899	RAB32
1562794_at	0.13474803	
205805_s_at	-0.18849432	ROR1
1568691_at	0.11816109	ARMC9
220509_at	0.22898573	RBM26
216779_at	-0.12465662	CYLC1
237101_at	-0.15811865	GHSR
1554404_a_at	-0.14261562	
223154_at	-0.13549382	MRPL1
1561088_at	-0.10779158	EYA4
1566425_at	-0.10894158	
205657_at	-0.13097377	HAAO
1563036_at	-0.10402256	
234831_at	0.15438119	LOC101929164
218222_x_at	-0.09031632	ARNT
216539_at	-0.12302439	ATXN3L
203002_at	0.24041564	AMOTL2
225035_x_at	0.1815132	LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P
1563524_a_at	-0.11707768	ITPK1-AS1
243856_at	-0.11317194	LANCL3
1568735_at	-0.42085888	DLGAP1
213798_s_at	0.16267646	CAP1
237270_at	0.147332	LOC100505710
220138_at	-0.12615444	HAND1
205473_at	0.16379405	ATP6V1B1
221323_at	-0.18344213	ULBP1
208971_at	0.13089675	UROD
1553033_at	-0.1453342	SYTL5
211273_s_at	0.15147788	TBX1
216434_at	-0.11878729	TTC38
206124_s_at	-0.13317586	LLGL1
202603_at	-0.17483445	ADAM10
229988_at	0.11919277	
221033_s_at	-0.15245398	RNF17
240942_at	-0.12147443	MPHOSPH8
234629_at	-0.15654983	
219855_at	0.17635508	NUDT11
225602_at	-0.1570681	GLIPR2
229750_at	0.17340964	POU2F2
1554348_s_at	-0.18772708	CDKN2AIPNL
1553756_at	-0.19547134	GLIS3-AS1
235697_at	0.14736411	ZNF544
217039_x_at	0.14537642	ELK2AP
233425_at	0.2906566	
1568933_at	-0.13590919	LYPD8
208436_s_at	0.19537032	IRF7
217412_at	0.12718999	
234133_s_at	0.16241301	TMEM116
215841_at	0.12460802	GUCA1B
212122_at	0.19683309	RHOQ
232841_at	0.14730633	GPR20
221195_at	-0.15980347	RNFT1
236044_at	0.28564535	PLPP4
1562222_at	-0.14538857	LOC101927606
1557507_at	0.16684526	TRIM52-AS1
214565_s_at	-0.20849618	SMR3A///SMR3B
233504_at	-0.11567974	C9orf84
239356_at	0.17138475	DOCK9-AS2
227231_at	-0.24300846	KIAA1211
216315_x_at	0.11661926	
216380_x_at	-0.11796605	
1563963_at	0.25469853	
214919_s_at	0.14050877	ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3
227596_at	-0.14518712	FLJ37453
217049_x_at	0.10756861	PCDH11Y///PCDH11X
1562760_at	-0.12366429	LOC101929288
244054_at	0.21968209	
240976_at	0.14101428	
217469_at	0.18206826	IGH
1552712_a_at	0.21526615	NMNAT2
237883_at	0.18680563	LOC101927098
232700_at	0.12107882	
207963_at	-0.18310563	KIF25-AS1
221856_s_at	0.13654068	FAM63A
243736_at	0.240278	
239876_at	0.22945172	
221283_at	0.14149778	RUNX2
224741_x_at	0.22261256	SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81
224576_at	-0.14242878	ERGIC1
236337_at	0.12564444	SYCP2L
233781_s_at	0.19928796	RIF1
225699_at	-0.1258743	LOC101928927///SNORA9///SNHG15
215110_at	-0.16650787	BMS1P21///MBL1P
219635_at	-0.18149251	ZNF606
214339_s_at	0.12154429	MAP4K1
239075_at	-0.12133347	
242800_at	-0.20185476	NHS
237052_x_at	0.16706977	GIGYF2
230505_at	-0.30959153	LOC145474
242948_x_at	0.10399786	
215999_at	-0.18284333	CDRT1
202406_s_at	0.1315787	TIAL1
1563660_at	0.10276386	
1560035_at	-0.12909069	RTP5
1560776_at	-0.22131619	
207344_at	-0.17196044	AKAP3
219775_s_at	0.1725433	CPLX3
221991_at	0.12903858	NXPH3
229000_at	-0.21371578	ZNF77
241639_at	-0.13182157	
209956_s_at	-0.16029737	CAMK2B
1555035_a_at	-0.10036337	CLRN1
204289_at	-0.19278236	ALDH6A1
1559394_a_at	-0.26229104	
238429_at	0.31374304	TMEM71
242008_at	0.21843899	
1556236_at	-0.16803006	ZNF391
239288_at	0.2071069	TNIK
220142_at	0.12354051	HAPLN2
209685_s_at	0.2667339	PRKCB
225231_at	0.12341662	CBL
217560_at	0.14767696	GGA1
205962_at	0.16098739	PAK2
228280_at	0.18588551	ZC3HAV1L
238203_at	-0.17213656	
1552935_at	0.1268996	ZCCHC5
207735_at	0.19139325	RNF125
244062_at	-0.17843403	DAAM1
213878_at	0.27219624	PYROXD1
1553238_a_at	0.10711627	HIPK4
207757_at	0.14524481	ZFP2
1561101_at	0.15181046	JAKMIP2-AS1
1557472_a_at	0.10802524	LINC01122
227137_at	-0.20418533	CACUL1
242378_at	0.13054722	MYADML2
223587_s_at	-0.18086495	AMN
214218_s_at	-0.27928599	XIST
1558475_at	0.14522076	
220194_at	-0.146872	NSUN7
1563031_at	0.11780102	LOC101929680
216858_x_at	0.18815878	
212499_s_at	-0.11364157	MAPK1IP1L///FCF1
216149_at	-0.16423157	LRRC37BP1
215882_at	-0.18802794	CEP152
225743_at	-0.12815499	RPUSD3
1558727_at	0.11661885	SERP2
230940_at	0.18196765	LOC100288123
243592_at	-0.11467792	REV1
237677_at	0.19184491	
237369_at	0.19030732	
224905_at	0.12660153	WDR26
239376_at	0.23435064	DCLRE1C
240643_at	-0.10030628	TTBK1
230515_at	-0.15782901	
202161_at	0.12782054	PKN1
236286_at	0.15085162	PROCA1
228833_s_at	-0.13334878	LINC00938
221106_at	-0.1421775	SLC22A17
217787_s_at	0.38731493	GALNT2
212369_at	-0.10856145	ZNF384
215479_at	0.2447341	
212159_x_at	-0.10972483	AP2A2
1555219_at	-0.12703818	RGR
233789_at	0.14154085	
244304_at	0.20536493	DIS3L2
235471_at	0.19154307	VSTM4
225131_at	0.11192818	ZRANB1
1564841_at	-0.16054323	
244722_at	0.14134077	
206493_at	-0.14076007	ITGA2B
1558814_s_at	0.10468654	TMED5
210600_s_at	0.18572928	GRK4
209861_s_at	0.16879039	METAP2
204271_s_at	-0.35100104	EDNRB
1561452_at	-0.11507389	LOC101928551
223810_at	0.10854466	KLHL1
227377_at	-0.11406186	IGF2BP1
239579_at	-0.19066293	EPHX4
240085_at	0.15483608	
204077_x_at	-0.16696378	ENTPD4
1552566_at	-0.15623994	BTBD16
204261_s_at	0.15703074	PSEN2
217186_at	0.10832399	ZNF259P1
204230_s_at	-0.15123189	SLC17A7
211973_at	0.15029092	NUDT3
231369_at	0.17287569	ZNF333
1569126_at	0.23543855	CCNC
233109_at	0.39517625	COL12A1
224472_x_at	-0.13170419	SDF4
1553914_at	-0.17197383	LOC162137
229098_s_at	-0.12305562	C5orf24
218063_s_at	-0.19480199	CDC42EP4
212683_at	-0.12574803	SLC25A44
233701_at	-0.1372033	
203263_s_at	0.17194828	ARHGEF9
203039_s_at	-0.2049469	NDUFS1
231625_at	-0.13215193	SLC22A9
206437_at	0.11125277	S1PR4
232234_at	-0.15840935	SLA2
208237_x_at	-0.17044369	ADAM22
237583_at	0.16464033	
220407_s_at	0.29710435	TGFB2
209800_at	-0.13022792	KRT16
226614_s_at	-0.14253169	FAM167A
206244_at	0.1870583	CR1
1570362_at	0.10145546	
243846_x_at	0.23104813	
229350_x_at	-0.14281304	PARP10
1563549_a_at	-0.17670594	ANO8
1555623_at	0.14666517	
201533_at	0.15195537	CTNNB1
203927_at	-0.12608933	NFKBIE
243889_at	0.14105105	
1555197_a_at	-0.13728709	C21orf58
1569955_at	-0.09905849	LOC101928893
236235_at	-0.19196407	ITCH
217001_x_at	0.13677608	HLA-DOA
207784_at	0.1146419	ARSD
216467_s_at	0.13261184	
223803_s_at	-0.15810321	ZCCHC10
230471_at	0.11212339	TMEM30B
201501_s_at	-0.20799538	GRSF1
1565998_at	-0.11837879	
217369_at	-0.14967908	LOC101930405///IGHG1
237790_at	-0.18651709	SCN8A
1561232_at	-0.12328593	CASC11
217337_at	-0.18424503	
215554_at	0.30346904	GPLD1
215798_at	-0.12484	ALDH1L1
226928_x_at	-0.10646997	SLC25A37
1562630_at	-0.12217634	LOC101928651
1553046_s_at	-0.092172	GAL3ST2
1560678_at	-0.10951496	
238552_at	-0.11051586	
229409_s_at	0.13980749	
212031_at	-0.1771076	RBM25
232873_at	0.11748488	ZNF33A
1568728_s_at	-0.16463712	RNF207
209608_s_at	-0.292932	ACAT2
1557567_a_at	-0.14273829	LOC100507634
243523_at	0.18897078	LOC100128644
236978_at	0.16162718	
239933_x_at	0.1212497	BBOF1
1568752_s_at	0.12253508	RGS13
220798_x_at	-0.12288264	PLPPR3
232420_x_at	0.08683124	MAN1B1-AS1
241033_at	0.14729553	
1561668_at	-0.13182164	
219356_s_at	-0.13798927	CHMP5
232788_at	-0.11786415	
234508_at	-0.1276258	
202009_at	-0.10904685	TWF2
234202_at	0.13231964	
236404_at	-0.30464709	
241920_x_at	0.10716558	SPG11
1560526_at	0.21436846	MAGI2-IT1
1562073_at	-0.12479744	LOC101927815
218238_at	-0.19930582	GTPBP4
1556552_a_at	-0.16592794	ACSF3
224669_at	0.12932221	SYS1
216415_at	-0.15134316	DNAH3
226273_at	-0.29092244	CLCN5
232237_at	0.11707887	MDGA1
236371_s_at	-0.13607318	TGS1
243325_at	0.16018111	
211056_s_at	-0.13349916	SRD5A1
1561512_at	0.11362346	LOC101928861
235911_at	-0.20000374	MELTF
241961_at	0.15325649	TECRL
206335_at	-0.21046628	GALNS
1562283_at	-0.20293363	
215806_x_at	0.21595944	TARP///TRGV9///TRGC2
219413_at	0.1287723	ACBD4
32088_at	0.20669492	BLZF1
1562265_at	-0.19879773	
221270_s_at	-0.11895227	QTRT1
230969_at	-0.13629063	TEX38
225080_at	0.11559175	MYO1C
215763_at	0.1129471	
222371_at	0.1697636	
232840_at	0.16060553	
228017_s_at	0.2117988	NKAIN4
223938_at	-0.15964514	TEX35
237843_at	0.11641038	
220026_at	-0.11797587	CLCA4
1564784_at	-0.14607864	
228095_at	0.17282286	PHF14
214857_at	-0.19568408	RPARP-AS1
239412_at	0.16336669	IRF5
230853_at	-0.11850519	FEM1A
201856_s_at	0.1270981	ZFR
211224_s_at	0.15454965	ABCB11
44822_s_at	-0.12448526	MIER2
243913_at	-0.18448438	
227548_at	0.27302262	ORMDL1
236698_at	0.25716514	DYNC1I2
206662_at	0.34184318	GLRX
241248_at	-0.15319787	
1553701_a_at	-0.1461244	DUSP18
232323_s_at	0.17496018	TTC17
211225_at	0.09948923	FUT5
215941_at	-0.15789302	
218801_at	-0.20365836	UGGT2
234231_at	0.12905087	CASP16P
207129_at	-0.14896224	CA5B
216559_x_at	-0.11461632	
210080_x_at	-0.11968207	CELA3A
232307_at	-0.13266289	
1561595_x_at	-0.12936429	LOC101928238
201025_at	-0.16498428	EIF5B
1554379_a_at	-0.12870801	TP73
1554346_at	-0.19480393	GNB5
225396_at	0.15682644	RBBP4
213863_s_at	-0.13116986	OAZ3
239688_at	-0.135676	SMC1A
221706_s_at	0.10477661	USE1
243261_at	-0.14784842	LINC00689
227176_at	0.29024964	SLC2A13
1557738_at	-0.15778491	
239857_at	-0.12613124	
232517_s_at	-0.12408673	HELZ2
204867_at	-0.29407074	GCHFR
1569401_at	-0.15784526	CLEC12A
209349_at	0.21526711	RAD50
1557042_at	-0.109784	KCNQ3
212924_s_at	-0.1462206	LSM4
227423_at	-0.14855952	LRRC28
242724_x_at	-0.20860679	
204977_at	-0.12401373	DDX10
1558208_at	-0.10472693	TARDBP
217198_x_at	0.10678775	IGHG1///IGHD///IGHA2///IGH
242305_at	0.1498413	LOC645513
231214_at	0.14132181	
209702_at	0.13490282	FTO
46256_at	0.12863345	SPSB3
222892_s_at	0.12705049	TMEM40
216400_at	-0.1307652	LOC100510710///GBAP1
206590_x_at	-0.09252593	DRD2
1559036_at	0.18570008	C4B_2///C4B///C4A
226080_at	-0.18575589	SSH2
226836_at	-0.11919586	SFT2D1
216494_at	-0.15379142	
227078_at	0.14756821	TMEM110
203540_at	-0.14583612	GFAP
241240_at	0.1372118	
234532_at	0.14466948	
242170_at	0.12917889	
219318_x_at	-0.15422448	MED31
220139_at	-0.12220847	DNMT3L
241699_at	0.17294293	
213603_s_at	0.33792924	RAC2
227098_at	-0.14441441	DUSP18
233695_s_at	0.12674579	CECR2
1555238_at	-0.1407521	PTH2
237889_s_at	-0.18881713	LOC100422737
209371_s_at	-0.16329501	SH3BP2
1553682_at	0.13799453	FBXL14
241191_at	-0.14967406	
228826_at	0.17360695	TSPOAP1-AS1
228873_at	-0.16943828	COL22A1
242594_at	-0.21623529	BOD1L1
220859_at	-0.134343	
240751_at	0.14777795	
238060_s_at	0.14707588	B4GALNT4
212879_x_at	-0.12191787	PIAS4
208401_s_at	0.15290739	GLP1R
215113_s_at	-0.13671903	SENP3-EIF4A1///SENP3
233967_at	-0.11680165	
238345_at	0.14028266	SLC38A10
235716_at	-0.19248011	
202810_at	-0.13566788	DRG1
228847_at	0.15670442	EXOC3
231549_at	-0.2434199	C1orf158
223414_s_at	0.10823373	LYAR
1555611_s_at	-0.1475139	MBD1
1557543_at	0.20564114	
204333_s_at	-0.20916601	AGA
228647_at	-0.20291102	LOC100049716
1561672_at	-0.14250896	
1564490_at	-0.12307168	LINC01165
230942_at	-0.12701465	CMTM5
220051_at	-0.19472735	PRSS21
206800_at	-0.12353749	MTHFR
227077_at	0.17169385	ZNF286B///ZNF286A
235639_at	-0.16806071	CDH19
241013_at	-0.14157398	FAM124A
240187_at	0.13365031	PPP1R3C
1552296_at	-0.15785541	BEST4
217062_at	0.11012321	DMPK
207988_s_at	0.13365699	ARPC2
1570506_at	0.2844641	
1555643_s_at	0.13220199	LILRA5
209079_x_at	0.16530808	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3
216065_at	0.15958922	B3GALT4
1566537_at	0.14444573	
1554593_s_at	-0.15423224	SLC1A6
231553_s_at	0.11774536	MICAL3
202076_at	-0.1489017	BIRC2
229592_at	-0.13048964	LINC01569
223713_at	-0.15640836	RSPH3
214869_x_at	0.14354248	GAPVD1
208728_s_at	-0.11164789	CDC42
220801_s_at	0.17284606	HAO2
230957_at	0.17418795	
222127_s_at	0.13440333	EXOC1
202569_s_at	-0.17162191	MARK3
202842_s_at	-0.22357313	DNAJB9
239612_at	-0.11867037	LOC100240734
210294_at	-0.18989064	TAPBP
218364_at	0.13031728	LRRFIP2
204900_x_at	-0.16298287	SAP30
1568923_at	-0.11817996	
218836_at	-0.15270731	TRIM39-RPP21///RPP21///TRIM39
233270_x_at	0.20172036	
216919_at	-0.13119229	TP53I11
233805_at	0.1090543	
208224_at	-0.15955435	HOXB1
244317_at	-0.15957025	KIAA1324L
218701_at	-0.34061648	LACTB2
1554362_at	-0.11340646	BTG4
226792_s_at	0.14079912	KIFC2
240007_at	0.17873706	
235180_at	0.26850632	STYX
235227_at	0.22849918	STXBP5
1560528_at	0.12931403	
232756_at	-0.13879465	KALRN
239717_at	-0.14042499	CHRNA10
207013_s_at	-0.13609742	MMP16
208733_at	0.27822745	RAB2A
237979_at	0.14596009	
1552580_at	0.09859769	TRIML2
234557_at	-0.10854338	
216421_at	0.13304247	
223725_at	-0.13781945	LINC00852
1570503_at	-0.14817797	
1560877_a_at	-0.13856565	
211131_s_at	0.12141564	EDA
204573_at	0.15998274	CROT
236776_at	0.13555924	
227200_at	0.18253298	ETV3
1562730_a_at	-0.12980715	
217898_at	0.16893705	EMC7
210411_s_at	0.13335331	GRIN2B
225963_at	-0.18691822	KLHL42
219608_s_at	-0.16072448	FBXO38
243945_at	-0.28727074	TRIM2
210391_at	-0.15702859	NR6A1
229387_at	0.15181427	LRCH3
229368_s_at	-0.16468671	ZFAND5
200042_at	-0.11624336	RTCB
215498_s_at	-0.20942165	LOC100996792///MAP2K3
228240_at	0.15061731	AGAP1
214281_s_at	0.14872441	RCHY1
237043_at	-0.15403276	
1554994_at	0.12995019	RAG1
236023_at	0.17786744	CDK9
235983_at	0.16266363	
242071_x_at	0.13405746	ITGA8
238485_at	0.20458737	IQCH-AS1
1566824_at	-0.15588038	
1554702_at	0.14173517	NALCN
230316_at	-0.13447828	SEC14L2
222699_s_at	-0.20664893	PLEKHF2
224518_s_at	0.18265668	ZNF559
243165_at	-0.10350022	BTF3
234732_s_at	-0.17692764	EFCAB6
1553630_at	-0.13631857	C10orf107
237346_at	-0.20427301	TGDS
243314_at	0.11896187	
206740_x_at	0.11022054	SYCP1
203928_x_at	-0.12161001	MAPT
231153_at	0.12373287	C16orf86
231533_at	0.1602049	
235400_at	0.12436107	FCRLA
225775_at	0.113597	TSPAN33
235689_at	-0.17062625	MTFMT
214208_at	0.12568836	KLHL35
210848_at	-0.10667441	
230781_at	-0.17106206	LINC01088
209403_at	0.19229273	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3C///TBC1D3F
212324_s_at	-0.13531309	VPS13D
212569_at	-0.12683129	SMCHD1
237806_s_at	-0.18898044	LOC729296///MIR646HG
202348_s_at	-0.17553326	TOR1A
208585_at	-0.12158894	BTN2A3P
229349_at	-0.14270442	LIN28B
205694_at	0.15636274	TYRP1
238192_at	-0.13899703	ZNF268
243680_at	0.18399119	LOC100506476
217543_s_at	-0.11655586	MBTPS1
231537_at	-0.13544022	
238312_s_at	-0.16977652	B4GALT3
228610_at	-0.16589983	TM9SF3
1554824_at	0.14673652	ZNF585A
204913_s_at	-0.15313662	SOX11
241525_at	0.15431019	LOC200772
226133_s_at	0.09161791	TBC1D10A
205718_at	-0.12661283	ITGB7
232318_s_at	-0.25780403	LINC00284
219856_at	-0.18819169	C1orf116
1563958_at	-0.14824113	
32069_at	0.14585809	N4BP1
206783_at	-0.11234013	FGF4
221537_at	0.11518213	PLXNA1
1566490_at	-0.17653565	
225031_at	-0.14817716	CHD6
235027_at	0.21217813	ZNF736
204175_at	-0.26199248	ZNF593
206726_at	0.2061707	HPGDS
242981_at	0.13344023	
234926_s_at	0.10615154	RTFDC1
231381_at	0.1519707	MIR4454///ESRG
203446_s_at	0.11955869	OCRL
243667_at	0.12371351	
213026_at	0.12370135	ATG12
218955_at	0.13221022	BRF2
241031_at	-0.88763439	C2CD4A
214388_at	-0.13690241	
203384_s_at	0.1360703	GOLGA1
1553258_at	0.13765605	FLJ30679
1563505_at	-0.23931325	DUSP16
1557789_at	-0.10849454	
240241_at	0.14820409	
212720_at	-0.24390305	PAPOLA
208588_at	0.20234205	TPT1P8
38703_at	-0.09598974	DNPEP
221291_at	0.19256768	ULBP2
233273_at	0.19937039	
236990_at	0.12988963	LOC101928403
1552687_a_at	-0.12895603	CNBD2
219554_at	-0.16325287	RHCG
232633_at	-0.2562562	XRCC5
220371_s_at	-0.12153296	SLC12A9
1559739_at	0.25437841	CHPT1
220261_s_at	-0.13754642	ZDHHC4
211422_at	-0.2124218	TRPM3
1557705_a_at	0.13359371	
235906_at	-0.12341271	TAF10
229979_x_at	-0.17261499	
206153_at	-0.18294163	CYP4F11
217828_at	-0.12086054	SLTM
234093_at	0.14150054	ZNF326
1557879_at	0.1223579	LOC100129175
224394_at	-0.14820963	RNF7
1557274_at	0.13338232	
218146_at	-0.11515638	GLT8D1
238778_at	0.23788495	MPP7
231032_at	-0.12682948	LOC286071
241627_x_at	0.19350153	ARHGEF40
231982_at	-0.10162396	SMIM24
242070_at	-0.18745361	LOC728485
1558368_s_at	-0.13732111	DRAXIN
232439_at	0.2433394	
239446_x_at	0.15537648	DCBLD2
1570231_at	-0.12632326	LATS1
236835_at	-0.12544636	FUT8-AS1
218159_at	-0.13183388	DDRGK1
231838_at	0.17956493	PABPC1L
204221_x_at	-0.33365189	GLIPR1
227073_at	0.16115433	MAP3K2
1562392_at	-0.13684855	MRPL23
219981_x_at	-0.0989696	ZNF587
213410_at	-0.16656361	EDRF1
1552401_a_at	-0.10318723	GRIK1-AS2///BACH1
207833_s_at	-0.16034327	HLCS
235929_s_at	0.15125574	ZNF503-AS2
239628_at	-0.1153521	
1555245_s_at	-0.13278482	RP1L1
230584_at	-0.11673522	LOC100287728///ZNF75D
220062_s_at	-0.12200453	MAGEC2
227940_at	0.31055342	LOC339803
211521_s_at	0.14221872	CYTH4
205127_at	-0.33059349	PTGS1
238862_at	-0.44559865	MFSD4A
205144_at	-0.14936995	MFSD7
222603_at	-0.41621505	ERMP1
239875_at	-0.16936673	NAB1
217061_s_at	-0.20366443	ETV1
206944_at	-0.09484824	HTR6
209820_s_at	-0.111931	TBL3
202229_s_at	-0.11878947	CHERP
223890_at	0.18398994	PRO1082
222817_at	-0.13800104	HSD3B7
224035_s_at	-0.15090654	BCL2L13
230563_at	0.22962246	RASGEF1A
233755_at	-0.1028391	
1569696_at	-0.1861411	CSMD2-AS1
230445_at	0.12536734	BTBD17
219906_at	-0.14771398	EBLN2
207730_x_at	0.1735868	
1561577_at	0.13887636	LOC101928475
210868_s_at	-0.54380396	ELOVL6
213146_at	0.30072291	KDM6B
216498_at	-0.1414625	
222301_at	0.10391817	C1orf61
228794_at	0.210117	XIRP2
244299_at	-0.12584613	
224224_s_at	-0.10673638	PDE11A
203804_s_at	0.21281154	LUC7L3
210872_x_at	0.1254462	GAS7
